CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
33.354.650/0001-94;2022-04-01;1;2022-04-29;1;;1;;;;;;;;;;;;;;638314595.49;638201551.27;3422119;186.49309135;0.000103;0;-0.00010525;-0.00010525;0;0
33.354.650/0001-94;2022-05-01;1;2022-05-31;1;0;1;;;;;;;;;;;;;;638195636.15;638114016.43;3422119;186.46751221;0.000106;0;-0.00013716;-0.00013716;0;0
33.354.650/0001-94;2022-06-01;1;2022-06-30;1;0;1;;;;;;;;;;;;;;638125018.29;638040026.17;3422119;186.44589103;0.000109;0;-0.00011595;-0.00011595;0;0
33.354.650/0001-94;2022-07-01;1;2022-07-29;1;;1;;;;;;;;;;;;;;638052061.96;637964039.7;3422119;186.42368652;0.000112;0;-0.00011909;-0.00011909;0;0
33.354.650/0001-94;2022-08-01;1;2022-08-31;1;;1;;;;;;;;;;;;;;637978477.41;637888817.92;3422119;186.40170547;0.000114;0;-0.00011791;-0.00011791;0;0
33.554.611/0001-30;2022-01-01;1;2022-01-31;4;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;13373660.48;13357660.48;13729.70530669;972.902198672195;0.0005;0;-0.000599;-0.000599;0;0
33.554.611/0001-30;2022-02-01;1;2022-02-25;4;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;13365660.48;13349660.48;13729.70530669;972.319520470347;0.0005;0;-0.000599;-0.000599;0;0
33.554.611/0001-30;2022-03-01;1;2022-03-31;4;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;13357660.48;13341660.48;13729.70530669;971.736842268499;0.0005;0;-0.000599;-0.000599;0;0
33.554.611/0001-30;2022-04-01;1;2022-04-29;4;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;13350169.05;13329683.34;13729.70530669;970.86448996869;0.0004;0.0002;-0.000898;-0.000898;0;0
33.554.611/0001-30;2022-05-01;1;2022-05-31;4;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;13339016.41;13329027.84;13729.70530669;970.816746773526;0.0004;0.0002;-4.9E-05;-4.9E-05;0;0
33.554.611/0001-30;2022-06-01;1;2022-06-30;4;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;13319910.76;13309922.19;13729.70530669;969.425191050134;0.0004;0.0002;-0.001433;-0.001433;0;0
33.554.611/0001-30;2022-07-01;2;2022-07-29;4;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;13309011.1;13299022.53;13729.70530669;968.631316763941;0.0004;0.0002;-0.000819;-0.000819;0;0
33.554.611/0001-30;2022-08-01;1;2022-08-31;4;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;13297818.68;13287830.11;13729.70530669;967.81611936895;0.0004;0.0002;-0.000842;-0.000842;0;0
33.701.455/0001-93;2022-01-01;2;2022-01-31;8;;;;;;;;;;;;;;;;89240208.83;25652571.46;55.55556;461746.2493403;0.001584;0;0.024821;0.024821;0;0
33.701.455/0001-93;2022-02-01;2;2022-02-28;8;;;;;;;;;;;;;;;;90044159.67;25911278.23;55.55556;466402.970827762;0.001433;0;0.010085;0.010085;0;0
33.701.455/0001-93;2022-03-01;1;2022-03-31;8;4;;;;;;;;;;;;4;;;90044159.67;25911278.23;55.55556;466402.970827762;0.001433;0;0.010085;0.010085;0;0
33.701.455/0001-93;2022-04-01;2;2022-04-29;9;;;;;;;;;;;;;;;;89187687.51;27236914.89;55.55556;490264.428798846;0.001373;0;0.000182;0.000182;0;0
33.701.455/0001-93;2022-05-01;1;2022-05-31;9;;;;;;;;;;;;;;;;89213750.29;27060257.21;55.55556;487084.590813233;0.001611;0;0.000738;0.000738;0;0
33.701.455/0001-93;2022-06-01;1;2022-06-30;9;4;;;;;;;;;;;;5;;;89181174.26;26942593.45;55.55556;484966.643302669;0.000174;0;0.041063;0.041063;0;0
33.701.455/0001-93;2022-07-01;1;2022-07-29;9;;;;;;;;;;;;;;;;89174630.51;27177103.24;55.55556;489187.819184974;0.001378;0;0.008704;0.008704;0;0
33.701.455/0001-93;2022-08-01;1;2022-08-31;9;;;;;;;;;;;;;;;;89173748.92;27779103.59;55.55556;500023.824618094;0.001529;0;0.022151;0.022151;0;0
33.701.455/0001-93;2022-09-01;1;2022-09-30;9;4;;;;;;;;;;;;5;;;89165780.86;28249246.01;55.55556;508486.387501089;0.001649;0;0.016924;0.016924;0;0
33.701.485/0001-08;2022-01-01;2;2022-01-31;9;;;;;;;;;;;;;;;;85903786.03;79858136.03;20;3992906.8015;0.000125;0;0.00037;0.00037;;0
33.701.485/0001-08;2022-02-01;2;2022-02-28;9;;;;;;;;;;;;;;;;86418177.14;80372527.14;20.22927;3973080.94360301;0.000124;0;-0.004965;-0.004965;;0
33.701.485/0001-08;2022-03-01;1;2022-03-31;9;2;;;;;;;;;;;;7;;;88604249.3;82558599.3;20.22927;4081145.750687;0.000121;0;0.027199;0.027199;;0
33.701.485/0001-08;2022-04-01;1;2022-04-29;9;;;;;;;;;;;;;;;;88440841.96;82395191.96;20.22927;4073067.98317487;0.000121;0;-0.001979;-0.001979;;0
33.701.485/0001-08;2022-05-01;1;2022-05-31;9;;;;;;;;;;;;;;;;88113312.81;82063572.79;20.22927;4056674.94625362;0.000132;0;-0.004025;-0.004025;;0
33.701.485/0001-08;2022-06-01;1;2022-06-30;9;2;;;;;;;;;;;;7;;;87508008.67;81495151.65;20.22927;4028576.00150673;7.2E-05;0;-0.006927;-0.006927;;0
33.701.485/0001-08;2022-07-01;1;2022-07-29;9;;;;;;;;;;;;;;;;88702368.59;82689511.57;20.22927;4087617.17896889;7.1E-05;0;0.014656;0.014656;;0
33.701.485/0001-08;2022-08-01;1;2022-08-31;9;;;;;;;;;;;;;;;;88603988.94;82591131.92;20.22927;4082753.94613844;7.1E-05;0;-0.00119;-0.00119;;0
33.701.501/0001-54;2022-01-01;4;2022-01-31;28;;;;;;;;;;;;;;;;27994084.98;27992074.24;28000;930.86052619;0;0;-1.264E-05;-1.264E-05;0;0
33.701.501/0001-54;2022-02-01;3;2022-02-25;28;;;;;;;;;;;;;;;;27991230.42;27990501.78;28000;930.785647143;0;0;-5.618E-05;-5.618E-05;0;0
33.701.501/0001-54;2022-03-01;2;2022-03-31;28;26;2;;;;;;;;;;;;;;27991230.42;27990056.5;28000;930.764443333;0;0;-1.591E-05;-1.591E-05;0;0
33.701.501/0001-54;2022-04-01;2;2022-04-30;28;;;;;;;;;;;;;;;;27991230.42;27989671.94;28000;930.746130952;0;0;-1.374E-05;-1.374E-05;0;0
33.701.501/0001-54;2022-05-01;2;2022-05-31;28;;;;;;;;;;;;;;;;27989890.37;27987886.61;28000;930.661115238;0;0;-6.379E-05;-6.379E-05;0;0
33.701.501/0001-54;2022-06-01;1;2022-06-30;28;26;2;;;;;;;;;;;;;;27987928.95;27985500.07;28000;999.482145357;0;0;-8.527E-05;-8.527E-05;0;0
33.701.501/0001-54;2022-07-01;1;2022-07-29;28;;;;;;;;;;;;;;;;27986198.17;27983344.14;28000;999.405147857;0;0;-7.704E-05;-7.704E-05;0;0
33.701.501/0001-54;2022-08-01;1;2022-08-31;28;;;;;;;;;;;;;;;;27984410.61;27981090.95;28000;999.324676786;0;0;-8.052E-05;-8.052E-05;0;0
33.701.887/0001-02;2022-01-01;1;2022-01-31;1;;;;;;;;;;;;;1;;;114195423.7;112575465.33;52140;2159.09983371692;0.000115;;0.063755;0.063755;;
33.701.887/0001-02;2022-02-01;1;2022-02-25;1;;;;;;;;;;;;;1;;;113821513.49;112202279.91;52140;2151.94246087457;0.000116;;-0.003315;-0.003315;;
33.701.887/0001-02;2022-03-01;1;2022-03-31;1;;;;;;;;;;;;;1;;;112692099.25;111067181.64;52140;2130.17226006905;0.000159;;-0.044191;-0.044191;;
33.701.887/0001-02;2022-04-01;1;2022-04-29;1;;;;;;;;;;;;;1;;;115194324.59;113572947.64;52140;2178.23067970848;0.000135;;0.022561;0.022561;;
33.701.887/0001-02;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;1;;;115432668.42;113808196.01;52140;2182.74253950901;0.000135;;0.002071;0.002071;;
33.701.887/0001-02;2022-06-01;1;2022-06-30;1;;;;;;;;;;;;;1;;;98941882.74;97320281.28;52140;1866.5186283084;0.000157;;-0.133453;-0.133453;;
33.701.887/0001-02;2022-07-01;1;2022-07-29;1;;;;;;;;;;;;;1;;;97417496.1;95796643.92;52140;1837.29658457998;0.00016;;-0.015656;-0.015656;;
33.701.887/0001-02;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;1;;;96903990.82;95281871.67;52140;1827.4236990794;0.000161;;-0.005374;-0.005374;;
33.721.517/0001-29;2022-01-01;1;2022-01-31;4736;4706;16;0;0;0;0;0;0;0;0;0;3;11;0;0;49892153.34;49324397.96;666681;73.985006;0.001195;0;-0.02441;-0.031646;0.007236;0
33.721.517/0001-29;2022-02-01;1;2022-02-25;4573;4544;14;0;0;0;0;0;0;0;0;0;3;12;0;0;48872622.66;48348087.73;666681;72.520572;0.001197;0;-0.013661;-0.019794;0.006133;0
33.721.517/0001-29;2022-03-01;1;2022-03-31;4456;4425;14;0;0;0;0;0;0;0;0;0;4;13;0;0;48873492.29;48361846.89;666681;72.541211;0.001183;0;0.006927;0.000285;0.006642;0
33.721.517/0001-29;2022-04-01;1;2022-04-29;4358;4327;13;0;0;0;0;0;0;0;0;0;4;14;0;0;49379277.58;48878293.01;666681;73.315863;0.001186;0;0.017336;0.010679;0.006657;0
33.721.517/0001-29;2022-05-01;1;2022-05-31;4265;4234;12;0;0;0;0;0;0;0;0;0;4;15;0;0;48691549.11;48190817.56;666681;72.284672;0.001239;0;-0.007027;-0.014065;0.007038;0
33.721.517/0001-29;2022-06-01;1;2022-06-30;4147;4118;11;0;0;0;0;0;0;0;0;0;3;15;0;0;47793798.5;47509330.93;666681;71.262464;0.001248;0;-0.006941;-0.014141;0.0072;0
33.721.517/0001-29;2022-07-01;1;2022-07-29;4004;3974;11;0;0;0;0;0;0;0;0;0;3;16;0;0;47449450.96;47116599.16;666681;70.673379;0.001248;0;-0.006217;-0.008266;0.002049;0
33.721.517/0001-29;2022-08-01;1;2022-08-31;3870;3837;11;0;0;0;0;0;0;0;0;0;4;18;0;0;9967693.01;9855905.16;666681;14.78354;0.005941;0;-0.373983;-0.012591;-0.361392;-0.221772
33.842.871/0001-01;2022-01-01;1;2022-01-31;3;;;;;;;;;;;;;;;;215981421.81;130233428.07;87300;1491.79184501718;0.000162795376841377;;-0.001176;-0.001176;;
33.842.871/0001-01;2022-02-01;1;2022-02-25;3;;;;;;;;;;;;;;;;240723023.38;135062364.88;91800;1471.2675912854;0.000148079740923903;;-0.013758;-0.013758;;
33.842.871/0001-01;2022-03-01;1;2022-03-31;3;3;;;;;;;;;;;;;;;253200773.69;150225233.75;106800;1406.60331226592;0.000159556749566382;;-0.034459;-0.034459;;
33.842.871/0001-01;2022-04-01;1;2022-04-29;3;;;;;;;;;;;;;;;;258105175.5;157215180.2;109362.28625546;1437.56303551263;0.000135925741857846;;0.021695;0.021695;;
33.842.871/0001-01;2022-05-01;1;2022-05-31;3;;;;;;;;;;;;;;;;265910241.93;163740458.97;115362.2862;1419.35865145849;0.000158591835905124;;-0.009771;-0.009771;;
33.842.871/0001-01;2022-06-01;1;2022-06-30;3;3;;;;;;;;;;;;;;;269113512.76;168404935.44;119262.2862;1412.05523393698;0.000152043168646459;;-0.005145;-0.005145;;
33.842.871/0001-01;2022-07-01;1;2022-07-29;3;;;;;;;;;;;;;;;;276433423.76;173584025.58;123462.28625546;1405.96801537298;0.000150299717458598;;-0.00431;-0.00431;;
33.842.871/0001-01;2022-08-01;1;2022-08-31;3;;;;;;;;;;;;;;;;282131804.36;181929365.3;131022.28625546;1388.53755723117;0.000162990784643825;;-0.019354;-0.019354;;
33.884.145/0001-51;2022-01-01;1;2022-01-31;1433;;;;;;;;;;;;;;;;58469444.43;50362539.15;500000;100.7250783;0.000840137346410978;;0.018022;0.003521;0.014501;
33.884.145/0001-51;2022-02-01;1;2022-02-25;1773;;;;;;;;;;;;;;;;65204908.74;50767777.26;500000;101.53555452;0.000753662304418959;;0.021356;0.008046;0.01331;
33.884.145/0001-51;2022-03-01;1;2022-03-31;1908;1892;7;;;;;;;;;;8;1;;;65239646.46;63994001.15;633604;100.999995501922;0.000794711231327788;;0.007924;-0.005274;0.013198;
33.884.145/0001-51;2022-04-01;1;2022-04-29;1979;;;;;;;;;;;;;;;;66060862.51;64214654.88;633604;101.348247296419;0.000759115502389507;;0.01929;0.003448;0.015842;
33.884.145/0001-51;2022-05-01;2;2022-05-31;2140;;;;;;;;;;;;;;;;65090615.18;63673587.19;633604;100.494294843467;0.000891764584121274;;0.008842;-0.008425;0.017267;
33.884.145/0001-51;2022-06-01;1;2022-06-30;2386;2370;7;;;;;;;;;;8;1;;;64794242.48;63362358.5;633604;100.003091047405;0.000855453794384879;;0.01193;-0.004887;0.016817;
33.884.145/0001-51;2022-07-01;1;2022-07-29;2783;;;;;;;;;;;;;;;;64319955.63;63274311.16;633604;99.864128319897;0.00084036379101057;;0.010111;-0.001389;0.0115;
33.884.145/0001-51;2022-08-01;1;2022-08-31;2962;;;;;;;;;;;;;;;;64142438.69;63104997.93;633604;99.5969058433975;0.000267065059073365;;0.007339;-0.002675;0.010014;
33.884.197/0001-28;2022-01-01;1;2022-01-31;1;;;;;;;;;;;;;1;;;17609060.78;17221274.77;17442.2658999999;987.330136390135;0.000363;;-0.000111;-0.000111;;
33.884.197/0001-28;2022-02-01;1;2022-02-25;1;;;;;;;;;;;;;1;;;17608422.61;17219525.15;17449.83337;986.801695172863;0.000492;;-0.000535;-0.000535;;
33.884.197/0001-28;2022-03-01;1;2022-03-31;1;;;;;;;;;;;;;1;;;17616728.06;17227830.6;17467.19482;986.296355970913;0.000427;;-0.000512;-0.000512;;
33.884.197/0001-28;2022-04-01;1;2022-04-29;1;;;;;;;;;;;;;1;;;18357734.48;17968837.02;18217.19482;986.366847231203;0.00041;;7.1E-05;7.1E-05;;
33.884.197/0001-28;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;1;;;18348182.56;17959285.1;18217.19482;985.842511838494;0.00041;;-0.000532;-0.000532;;
33.884.197/0001-28;2022-06-01;1;2022-06-30;1;;;;;;;;;;;;;1;;;18338539.94;17949642.48;18217.19482;985.313197633136;0.00041;;-0.000537;-0.000537;;
33.884.197/0001-28;2022-07-01;1;2022-07-29;1;;;;;;;;;;;;;1;;;18328746.35;17939848.89;18217.19482;984.775596202358;0.00041;;-0.000546;-0.000546;;
33.884.197/0001-28;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;1;;;18608797.32;18219899.86;18511.88;984.227418284907;0.000404;;-0.000557;-0.000557;;
34.007.109/0001-72;2022-01-01;1;2022-01-31;551;550;;1;;;;;;;;;;;;;50027544.42;49751693.77;500000;99.50338754;0.0004168;0;0.0020173;-0.0027932;0.0048105;0
34.007.109/0001-72;2022-02-01;1;2022-02-25;551;550;0;1;;;;;;;;;;;;;49970862.55;49602740.27;500000;99.20548054;0.0003792;0;0.003438;-0.0029939;0.0064319;0
34.007.109/0001-72;2022-03-01;1;2022-03-31;543;542;0;1;;;;;;;;;;;;;50152042.46;49761673.08;500000;99.52334616;0.0004365;0;0.0100586;0.0032041;0.0068545;0
34.007.109/0001-72;2022-04-01;1;2022-04-29;543;542;;1;;;;;;;;;;;;;50249521.93;49653430.26;500000;99.30686052;0.00038;0;0.0088775;-0.0021752;0.0110527;0
34.007.109/0001-72;2022-05-01;1;2022-05-31;554;553;;1;;;;;;;;;;;;;50575789.11;50085080.06;500000;100.17016012;0.000435;0;0.0178568;0.0086933;0.0091635;0
34.007.109/0001-72;2022-06-01;1;2022-06-30;545;544;;1;;;;;;;;;;;;;50304178.71;49965411.28;500000;99.93082256;0.000419;0;0.0037003;-0.0023893;0.0060896;0
34.007.109/0001-72;2022-07-01;1;2022-07-29;533;532;;1;;;;;;;;;;;;;50535939.35;50225367.35;500000;100.4507347;0.000415;0;0.0107065;0.0052027;0.0055038;0
34.007.109/0001-72;2022-08-01;1;2022-08-31;531;530;;1;;;;;;;;;;;;;50811101.2;50361097.03;500000;100.72219406;0.000457;0;0.00817773;0.00270241;0.00547532;0
34.027.774/0001-28;2022-01-01;1;2022-01-31;6633;;;;;;;;;;;;;;;;92125876.43;91206594.57;1078164;84.5943609413781;0.000670159545898722;;-0.014211;-0.021728;0.007517;
34.027.774/0001-28;2022-02-01;1;2022-02-25;6621;;;;;;;;;;;;;;;;90450509.59;89666823.28;1078164;83.1662189425727;0.000624952105473988;;-0.009198;-0.016882;0.007684;
34.027.774/0001-28;2022-03-01;1;2022-03-31;6543;6511;26;;;;;;;;;;2;4;;;90930981.69;90138569.32;1078164;83.6037646591799;0.000693169754871366;;0.013077;0.005261;0.007816;
34.027.774/0001-28;2022-04-01;1;2022-04-29;6455;;;;;;;;;;;;;;;;92168664.62;91294621.28;1078164;84.6760059508572;0.000632249952852863;;0.020839;0.012825;0.008014;
34.027.774/0001-28;2022-05-01;1;2022-05-31;6318;;;;;;;;;;;;;;;;91631221.72;90726897.87;1078164;84.1494409663094;0.000703574369879423;;0.001695;-0.006218;0.007913;
34.027.774/0001-28;2022-06-01;1;2022-06-30;6179;6146;28;;;;1;;;;;;2;2;;;89386454.48;88565526.09;1078164;82.1447628468396;0.000694196068315818;;-0.015622;-0.023822;0.0082;
34.027.774/0001-28;2022-07-01;1;2022-07-29;6068;;;;;;;;;;;;;;;;88464617.38;87666023.96;1078164;81.3104722101647;0.000688404780711125;;-0.002;-0.010156;0.008156;
34.027.774/0001-28;2022-08-01;1;2022-08-31;5883;;;;;;;;;;;;;;;;94231588.6;93377303.24;1078164;86.6076990513503;0.000707359794170042;;0.073757;0.065148;0.008609;
34.081.611/0001-23;2022-01-01;1;2022-01-31;13799;13645;109;0;0;1;3;0;0;0;0;0;6;35;0;0;443007888.76;424751758.01;5449778;77.939277;0.000708;0;-0.010757;-0.019802;0.009045;0
34.081.611/0001-23;2022-02-01;1;2022-02-25;14122;13967;108;0;0;0;3;0;0;0;0;0;6;38;0;0;446155548.62;419208881.78;5449778;76.922194;0.000654;0;-0.005125;-0.01305;0.007925;0
34.081.611/0001-23;2022-03-01;1;2022-03-31;14334;14186;102;0;0;0;3;0;0;0;0;0;6;37;0;0;445330750.61;421166070.61;5449778;77.281326;0.000734;0;0.012352;0.004669;0.007683;0
34.081.611/0001-23;2022-04-01;1;2022-04-29;15527;15382;97;0;0;0;3;0;0;0;0;0;8;37;0;0;444994141.75;420918347.1;5449778;77.23587;0.000652;0;0.007238;-0.000588;0.007826;0
34.081.611/0001-23;2022-05-01;1;2022-05-31;15837;15702;88;0;0;0;1;0;0;0;0;0;7;39;0;0;445216330.38;421015324.55;5449778;77.253665;0.000735;0;0.008378;0.00023;0.008148;0
34.081.611/0001-23;2022-06-01;2;2022-06-30;15806;15671;85;0;0;0;2;0;0;0;0;0;7;41;0;0;426539719.85;419112065.05;5449778;76.904429;0.000705;0;0.003421;-0.004521;0.007942;0
34.081.611/0001-23;2022-07-01;1;2022-07-29;15652;15525;79;0;0;0;2;0;0;0;0;0;5;41;0;0;427874629.99;419920828.4;5449778;77.052832;0.000698;0;0.009629;0.00193;0.007699;0
34.081.611/0001-23;2022-08-01;1;2022-08-31;15314;15193;72;0;0;0;4;0;0;0;0;0;5;40;0;0;446992880.45;439277544.57;5449778;80.604668;0.000747;0;0.05414;0.046096;0.008044;0
34.081.631/0001-02;2022-01-01;1;2022-01-31;2132;;;;;;;;;;;;;;;;60500554.85;53159376.06;573450;92.70097839;0.000297;0;0.00707292;0.00306934;0.00400358;0
34.081.631/0001-02;2022-02-01;1;2022-02-25;2084;;;;;;;;;;;;;;;;60666068.11;53326274.73;573450;92.9920215;0.000376;0;0.00702304;0.00313959;0.00388345;0
34.081.631/0001-02;2022-03-01;1;2022-03-31;2033;2016;3;;;;;;;;;;2;12;;;60807797.76;52466459.54;573450;91.49264895;0.00042;0;-0.01225237;-0.01612367;0.0038713;0
34.081.631/0001-02;2022-04-01;1;2022-04-29;1991;;;;;;;;;;;;;;;;60948460.96;52613230.34;573450;91.74859245;0.000367;0;0.00673216;0.00279742;0.00393474;0
34.081.631/0001-02;2022-05-01;1;2022-05-31;1947;;;;;;;;;;;;;;;;54184817.36;52763160.86;573450;92.01004597;0.000118;0;0.00677344;0.00284967;0.00392377;0
34.081.631/0001-02;2022-06-01;1;2022-06-30;1891;1872;3;;;;;;;;;;3;13;;;54350992.71;52978111.86;573450;92.38488423;0.000327;0;0.00646492;0.00407388;0.00239104;0
34.081.631/0001-02;2022-07-01;1;2022-07-29;1838;;;;;;;;;;;;;;;;54677079.96;52936715;573450;92.31269509;0.000327;0;0.00531592;-0.0007814;0.00609732;0
34.081.631/0001-02;2022-08-01;1;2022-08-31;1822;;;;;;;;;;;;;;;;54788505.01;53096192.59;573450;92.59079709;0.000326;0;0.00777902;0.00301261;0.00476641;0
34.081.637/0001-71;2022-01-01;2;2022-01-31;5411;;;;;;;;;;;;;;;;489195326.29;387168384.86;3810588;101.60331814;0.000734;0;-0.00764101;-0.01635412;0.00871311;0
34.081.637/0001-71;2022-02-01;2;2022-02-25;5540;;;;;;;;;;;;;;;;487427461.26;383566653.9;3810588;100.6581278;0.000664;0;-0.00142899;-0.00930275;0.00787376;0
34.081.637/0001-71;2022-03-01;1;2022-03-31;5965;5880;51;;1;;2;;;;;;11;18;;2;482449405.8;377075285.33;3810588;98.95461943;0.000707;0;-0.00897601;-0.0169237;0.00794769;0
34.081.637/0001-71;2022-04-01;2;2022-04-29;7692;;;;;;;;;;;;;;;;474262513.17;368434460.19;3810588;96.68703628;0.000623;0;-0.01483087;-0.02291538;0.00808451;0
34.081.637/0001-71;2022-05-01;1;2022-05-31;8920;;;;;;;;;;;;;;;;468047214.2;360918215.84;3810588;94.71457314;0.000716;0;-0.01212637;-0.02040049;0.00827412;0
34.081.637/0001-71;2022-06-01;1;2022-06-30;9577;9495;50;;1;1;1;;;;;;10;17;;2;461896799.65;352641152.53;3810588;92.54245081;0.000684;0;-0.01498379;-0.02342596;0.00844217;0
34.081.637/0001-71;2022-07-01;1;2022-07-29;9961;;;;;;;;;;;;;;;;458415201.1;348530026.26;3810588;91.46358154;0.000661;0;-0.00301342;-0.0116581;0.00864468;0
34.081.637/0001-71;2022-08-01;1;2022-08-31;10745;;;;;;1;;;;;;;;;;461045069.11;351417258.89;3810588;92.22126845;0.000737;0;0.01703068;0.00828403;0.00874665;0
34.197.700/0001-30;2022-01-01;1;2022-01-31;125;80;0;0;0;0;0;0;0;0;0;0;0;45;0;0;89939257.74;89900270.49;831197;108.157597404707;0.000508662768164905;0.000508662768164905;-0.0226;-0.0226;0;0
34.197.700/0001-30;2022-02-01;1;2022-02-25;125;80;0;0;0;0;0;0;0;0;0;0;0;45;0;0;89917016.08;89877841.65;831197;108.130613621079;0.000520538420544407;0.000520538420544407;-0.022814;-0.022814;0;0
34.197.700/0001-30;2022-03-01;1;2022-03-31;131;86;0;0;0;0;0;0;0;0;0;0;0;45;0;0;90024063.13;89993358.75;831197;108.269590422006;0.000532944443705805;0.000532944443705805;-0.023278;-0.023278;0;0
34.197.700/0001-30;2022-04-01;1;2022-04-29;178;86;0;0;0;0;0;0;0;0;0;0;0;45;0;0;90001473.51;89970019.73;831197;108.241511615177;0.000547472116095562;0.000547472116095562;-0.026536;-0.026536;0;0
34.197.700/0001-30;2022-05-01;1;2022-05-31;176;86;0;0;0;0;0;0;0;0;0;0;0;45;0;0;89837781.94;89805500.05;831197;108.043580583183;0.000569706800786433;0.000569706800786433;-0.039028;-0.039028;0;0
34.197.700/0001-30;2022-06-01;1;2022-06-30;136;90;0;0;0;0;0;0;0;0;0;0;0;46;0;0;90576892.16;90543742.73;831197;108.931748706985;0.000571398949905025;0.000571398949905025;-0.002961;-0.002961;0;0
34.197.700/0001-30;2022-07-01;1;2022-07-29;139;92;0;0;0;0;0;0;0;0;0;0;0;47;0;0;90554262.02;90520284.31;831197;108.903526251899;0.00059246622546854;0.00059246622546854;-0.035559;-0.035559;0;0
34.197.700/0001-30;2022-08-01;1;2022-08-31;134;89;0;0;0;0;0;0;0;0;0;0;0;45;0;0;90531079.61;90496194.73;831197;108.874544458173;0.000618316231082032;0.000618316231082032;-0.041807;-0.041807;0;0
34.197.727/0001-22;2022-01-01;1;2022-01-31;12828;12728;62;0;0;0;1;0;0;0;0;0;3;34;0;0;211351281.37;207536642.14;2319115;89.489586;0.000748;0;-0.002133;-0.018295;0.016162;0
34.197.727/0001-22;2022-02-01;1;2022-02-25;13971;13875;60;0;0;0;1;0;0;0;0;0;3;32;0;0;206858788.83;203097132.61;2319115;87.575274;0.000758;0;-0.014083;-0.021391;0.007308;0
34.197.727/0001-22;2022-03-01;1;2022-03-31;14592;14496;61;0;0;0;1;0;0;0;0;0;3;31;0;0;206476784.99;202952841.1;2319115;87.513056;0.000737;0;0.006471;-0.00071;0.007181;0
34.197.727/0001-22;2022-04-01;1;2022-04-29;14869;14776;61;0;0;0;1;0;0;0;0;0;3;28;0;0;207824708.32;204449141.31;2319115;88.158259;0.000715;0;0.014507;0.007373;0.007134;0
34.197.727/0001-22;2022-05-01;1;2022-05-31;14861;14772;58;0;0;0;1;0;0;0;0;0;3;27;0;0;203856329.19;200604052.24;2319115;86.500261;0.000707;0;-0.012124;-0.018807;0.006683;0
34.197.727/0001-22;2022-06-01;1;2022-06-30;14987;14900;56;0;0;0;1;0;0;0;0;0;3;27;0;0;201402135.18;198201087.53;2319115;85.464105;0.000696;0;-0.005686;-0.011979;0.006293;0
34.197.727/0001-22;2022-07-01;1;2022-07-29;15325;15241;54;0;0;0;1;0;0;0;0;0;3;26;0;0;198858609.1;196431822.48;2319115;84.7012;0.000693;0;-0.001263;-0.008927;0.007664;0
34.197.727/0001-22;2022-08-01;1;2022-08-31;15361;15280;50;0;0;0;1;0;0;0;0;0;3;27;0;0;206666892.27;204459833.97;2319115;88.16287;0.000701;0;0.048235;0.040869;0.007366;0
34.197.776/0001-65;2022-01-01;1;2022-01-31;643;603;2;0;0;0;1;0;0;0;0;0;10;27;0;0;156759922.03;129541875.37;1313784;98.602111;0.001067;0;-0.002502;-0.011261;0.008759;0
34.197.776/0001-65;2022-02-01;1;2022-02-25;654;615;2;0;0;0;1;0;0;0;0;0;10;26;0;0;156005055.35;127678507.39;1313784;97.183789;0.001071;0;0.00234;-0.014384;0.016724;0
